"HHID","WillingShareData_HCP2","Age","Education","CENSREG","RUC2003","Weight","WillingShareData_HCP2_numeric"
"72221118","Yes",65,"College graduate","West","County in metro area of 250,000 to 1 million population",195,1
"72221120","Inapplicable, coded 2 in WearableDevTrackHealth2",73,"Postgraduate","Midwest","County in metro area with 1 million population or more",200,NA
"72221123","Inapplicable, coded 2 in WearableDevTrackHealth2",59,"College graduate","South","County in metro area of 250,000 to 1 million population",180,NA
"72221126","Yes",64,"Some college","South","Nonmetro county with urban population of 2,500-19,999, adjacent to a metro area",187,1
"72221130","Yes",-7,"Missing data (Web partial - Question Never Seen)","South","Nonmetro county with urban population of 2,500-19,999, adjacent to a metro area",-7,1
"72221135","Inapplicable, coded 2 in WearableDevTrackHealth2",53,"12 years or completed high school","West","County in metro area of fewer than 250,000 population",240,NA
"72221139","Inapplicable, coded 2 in WearableDevTrackHealth2",59,"Some college","South","County in metro area with 1 million population or more",200,NA
"72221140","Question answered in error (Commission Error)",64,"12 years or completed high school","South","County in metro area of 250,000 to 1 million population",126,NA
"72221141","No",32,"Some college","West","County in metro area of 250,000 to 1 million population",227,0
"72221145","Inapplicable, coded 2 in WearableDevTrackHealth2",43,"Some college","South","Nonmetro county with urban population of 20,000 or more, adjacent to a metro are",201,NA
"72221146","Inapplicable, coded 2 in WearableDevTrackHealth2",-7,"Missing data (Web partial - Question Never Seen)","Midwest","County in metro area with 1 million population or more",150,NA
"72221152","Inapplicable, coded 2 in WearableDevTrackHealth2",37,"12 years or completed high school","South","County in metro area with 1 million population or more",130,NA
"72221155","Inapplicable, coded 2 in WearableDevTrackHealth2",37,"College graduate","West","County in metro area with 1 million population or more",200,NA
"72221160","Inapplicable, coded 2 in WearableDevTrackHealth2",58,"Some college","South","County in metro area with 1 million population or more",180,NA
"72221165","Inapplicable, coded 2 in WearableDevTrackHealth2",60,"Postgraduate","South","County in metro area with 1 million population or more",199,NA
"72221166","Inapplicable, coded 2 in WearableDevTrackHealth2",54,"Postgraduate","West","County in metro area with 1 million population or more",117,NA
"72221168","Inapplicable, coded 2 in WearableDevTrackHealth2",-7,"Missing data (Web partial - Question Never Seen)","West","County in metro area with 1 million population or more",-7,NA
"72221172","Inapplicable, coded 2 in WearableDevTrackHealth2",58,"8 through 11 years","South","Nonmetro county with urban population of 2,500-19,999, adjacent to a metro area",210,NA
"72221173","Inapplicable, coded 2 in WearableDevTrackHealth2",78,"Postgraduate","Midwest","County in metro area of 250,000 to 1 million population",142,NA
"72221174","Yes",74,"12 years or completed high school","South","Nonmetro county with urban population of 20,000 or more, adjacent to a metro are",100,1
"72221176","Question answered in error (Commission Error)",76,"College graduate","Midwest","County in metro area with 1 million population or more",189,NA
"72221179","No",21,"12 years or completed high school","South","County in metro area with 1 million population or more",225,0
"72221180","Question answered in error (Commission Error)",69,"Some college","South","County in metro area with 1 million population or more",116,NA
"72221182","Inapplicable, coded 2 in WearableDevTrackHealth2",-9,"8 through 11 years","South","County in metro area with 1 million population or more",190,NA
"72221184","Question answered in error (Commission Error)",74,"12 years or completed high school","South","County in metro area of fewer than 250,000 population",-9,NA
"72221191","Yes",39,"College graduate","South","Nonmetro county with urban population of 2,500-19,999, adjacent to a metro area",125,1
"72221195","Question answered in error (Commission Error)",93,"College graduate","Midwest","County in metro area with 1 million population or more",170,NA
"72221197","Yes",43,"Postgraduate","South","County in metro area with 1 million population or more",190,1
"72221198","Yes",67,"Some college","South","County in metro area with 1 million population or more",190,1
"72221200","Question answered in error (Commission Error)",70,"Missing data (Not Ascertained)","West","Nonmetro county with urban population of 2,500-19,999, adjacent to a metro area",162,NA
"72221218","Question answered in error (Commission Error)",82,"College graduate","Midwest","County in metro area with 1 million population or more",172,NA
"72221221","Inapplicable, coded 2 in WearableDevTrackHealth2",65,"College graduate","Northeast","County in metro area with 1 million population or more",215,NA
"72221224","Yes",49,"College graduate","South","Nonmetro county with urban population of 2,500-19,999, not adjacent to a metro a",260,1
"72221231","Inapplicable, coded 2 in WearableDevTrackHealth2",43,"8 through 11 years","South","County in metro area with 1 million population or more",210,NA
"72221245","Yes",45,"Postgraduate","South","County in metro area with 1 million population or more",145,1
"72221246","Yes",27,"College graduate","Northeast","County in metro area of 250,000 to 1 million population",250,1
"72221251","Yes",24,"College graduate","South","County in metro area with 1 million population or more",145,1
"72221262","Inapplicable, coded 2 in WearableDevTrackHealth2",67,"12 years or completed high school","South","Nonmetro county with urban population of 2,500-19,999, adjacent to a metro area",145,NA
"72221267","Yes",64,"Postgraduate","Northeast","County in metro area with 1 million population or more",213,1
"72221275","Inapplicable, coded 2 in WearableDevTrackHealth2",-7,"Missing data (Web partial - Question Never Seen)","West","County in metro area with 1 million population or more",145,NA
"72221285","Inapplicable, coded 2 in WearableDevTrackHealth2",47,"College graduate","South","County in metro area of 250,000 to 1 million population",160,NA
"72221289","Question answered in error (Commission Error)",63,"College graduate","South","County in metro area with 1 million population or more",155,NA
"72221290","Yes",28,"College graduate","Northeast","County in metro area with 1 million population or more",170,1
"72221296","Question answered in error (Commission Error)",81,"Some college","South","County in metro area of 250,000 to 1 million population",184,NA
"72221298","Inapplicable, coded 2 in WearableDevTrackHealth2",58,"12 years or completed high school","West","County in metro area of fewer than 250,000 population",115,NA
"72221301","Yes",54,"College graduate","West","County in metro area with 1 million population or more",170,1
"72221304","Inapplicable, coded 2 in WearableDevTrackHealth2",67,"Postgraduate","Northeast","County in metro area with 1 million population or more",178,NA
"72221305","Yes",25,"College graduate","South","County in metro area with 1 million population or more",145,1
"72221311","Inapplicable, coded 2 in WearableDevTrackHealth2",76,"Less than 8 years","Northeast","County in metro area of fewer than 250,000 population",193,NA
"72221313","Yes",70,"College graduate","Midwest","County in metro area with 1 million population or more",150,1
"72221314","Inapplicable, coded 2 in WearableDevTrackHealth2",50,"College graduate","Northeast","County in metro area with 1 million population or more",165,NA
"72221315","Inapplicable, coded 2 in WearableDevTrackHealth2",56,"8 through 11 years","West","County in metro area of 250,000 to 1 million population",150,NA
"72221323","Yes",55,"Postgraduate","South","County in metro area with 1 million population or more",150,1
"72221324","Yes",45,"Some college","South","County in metro area of 250,000 to 1 million population",238,1
"72221326","Question answered in error (Commission Error)",75,"College graduate","South","County in metro area with 1 million population or more",185,NA
"72221328","No",-7,"Missing data (Web partial - Question Never Seen)","Northeast","County in metro area of 250,000 to 1 million population",-7,0
"72221343","Inapplicable, coded 2 in WearableDevTrackHealth2",41,"12 years or completed high school","South","Nonmetro county with urban population of 2,500-19,999, adjacent to a metro area",230,NA
"72221350","Yes",61,"College graduate","West","County in metro area with 1 million population or more",287,1
"72221352","Inapplicable, coded 2 in WearableDevTrackHealth2",74,"Some college","West","County in metro area with 1 million population or more",215,NA
"72221353","Inapplicable, coded 2 in WearableDevTrackHealth2",54,"College graduate","South","Nonmetro county with urban population of 2,500-19,999, adjacent to a metro area",160,NA
